<MarkerSet>

<Name>
All
</Name>

<Markers>
Skeleton:Hip1
Skeleton:Hip2
Skeleton:Hip3
Skeleton:Hip4
Skeleton:Chest1
Skeleton:Chest3
Skeleton:Chest2
Skeleton:Head3
Skeleton:Head2
Skeleton:Head1
Skeleton:LUArm1
Skeleton:LUArm2
Skeleton:LUArm3
Skeleton:LHand1
Skeleton:LHand3
Skeleton:LHand2
Skeleton:RUArm1
Skeleton:RUArm2
Skeleton:RUArm3
Skeleton:RHand1
Skeleton:RHand3
Skeleton:RHand2
Skeleton:LThigh2
Skeleton:LThigh1
Skeleton:LShin2
Skeleton:LShin1
Skeleton:LFoot2
Skeleton:LFoot1
Skeleton:RThigh2
Skeleton:RThigh1
Skeleton:RShin2
Skeleton:RShin1
Skeleton:RFoot1
Skeleton:RFoot2
</Markers>

<Data>
Frame#	M0X	M0Y	M0Z	M1X	M1Y	M1Z	M2X	M2Y	M2Z	M3X	M3Y	M3Z	M4X	M4Y	M4Z	M5X	M5Y	M5Z	M6X	M6Y	M6Z	M7X	M7Y	M7Z	M8X	M8Y	M8Z	M9X	M9Y	M9Z	M10X	M10Y	M10Z	M11X	M11Y	M11Z	M12X	M12Y	M12Z	M13X	M13Y	M13Z	M14X	M14Y	M14Z	M15X	M15Y	M15Z	M16X	M16Y	M16Z	M17X	M17Y	M17Z	M18X	M18Y	M18Z	M19X	M19Y	M19Z	M20X	M20Y	M20Z	M21X	M21Y	M21Z	M22X	M22Y	M22Z	M23X	M23Y	M23Z	M24X	M24Y	M24Z	M25X	M25Y	M25Z	M26X	M26Y	M26Z	M27X	M27Y	M27Z	M28X	M28Y	M28Z	M29X	M29Y	M29Z	M30X	M30Y	M30Z	M31X	M31Y	M31Z	M32X	M32Y	M32Z	M33X	M33Y	M33Z	
589	-642.06824	972.68127	12.03248	-327.74518	989.06396	189.57454	-393.61401	946.57843	-41.39090	-457.26965	971.76917	254.33028	-571.22424	1450.24988	129.48676	-496.42041	1339.77539	229.37350	-643.79022	1329.17517	91.37164	-245.43810	1622.53149	-23.29578	-381.98825	1656.40063	94.53082	-478.71359	1666.46252	-89.95865	-493.57889	1215.71057	-237.60843	-596.25336	1249.85107	-132.49843	-601.07391	1380.78308	-147.56422	-335.50284	1526.16760	-232.67726	-350.11948	1448.43079	-238.70082	-439.18814	1479.57214	-174.88239	-237.34958	1298.58264	379.87766	-339.23184	1358.84241	312.63611	-274.06665	1424.65649	235.87193	-94.91510	1460.28064	130.98216	-216.02408	1461.99207	175.88293	-110.38750	1424.20789	181.18713	-702.91766	482.73270	-27.72066	-586.88025	629.12842	-81.71169	-845.61285	123.90381	96.21376	-739.64868	239.13918	22.56606	-747.18939	54.64627	-1.15112	-849.29706	36.98929	16.61558	-104.74892	568.74719	103.57537	-152.93192	672.87750	16.53440	-105.00721	153.28027	218.41283	-90.61234	358.49081	76.70335	-6.21294	72.07000	93.24642	-0.71026	62.25727	188.13779
590	-641.56763	973.57538	13.21424	-324.79398	990.04993	187.39264	-393.47324	947.41705	-42.85675	-453.71902	972.75189	253.61284	-570.68359	1450.17297	130.93216	-494.46191	1340.76489	229.96875	-642.88965	1328.95679	92.35674	-243.84149	1621.81409	-25.62144	-381.49823	1657.87256	94.36552	-478.01181	1667.10901	-90.39644	-494.96744	1221.72986	-242.61452	-596.95062	1253.76746	-134.87776	-601.85583	1384.09204	-147.18594	-342.60483	1534.69409	-233.72794	-356.32043	1457.22388	-241.01414	-445.61450	1485.46619	-175.17552	-240.31210	1304.61328	384.93253	-341.70059	1362.44812	313.48517	-275.83813	1428.91785	238.06540	-96.73611	1469.15955	138.35077	-219.33577	1468.39844	181.67467	-111.72762	1432.76343	187.77179	-703.14056	483.87186	-26.09564	-587.40179	629.99329	-81.21198	-845.70605	124.10474	96.22467	-739.93665	240.32530	23.72923	-747.29041	54.65547	-1.26840	-849.13684	36.85596	16.54932	-103.07336	569.31982	102.37971	-151.95810	672.88013	14.48959	-99.43262	153.25641	215.90944	-87.69394	359.32526	75.42970	-0.71085	74.98499	89.47442	5.71905	64.64973	184.02057
591	-640.30707	974.38367	14.31797	-321.86700	991.03290	185.79015	-393.12247	948.27808	-44.33500	-450.66571	973.57538	253.10817	-570.17139	1450.23853	131.94849	-492.62021	1341.69507	230.93948	-641.47168	1328.80225	93.70167	-247.53032	1620.14880	-25.92093	-379.95709	1659.06055	94.09303	-476.56619	1667.74988	-90.68265	-496.37567	1227.81616	-247.20166	-597.02618	1257.34937	-136.99104	-602.64813	1387.28406	-146.81496	-348.42422	1543.07202	-232.88863	-361.43674	1465.59497	-242.49361	-450.70084	1491.34375	-175.09616	-241.67648	1310.51892	389.19714	-343.14569	1365.78430	314.49344	-276.98575	1433.46411	239.99254	-97.50639	1478.74475	144.99188	-223.23747	1474.57922	186.16376	-113.01836	1441.37317	194.02650	-703.63501	484.93588	-24.28911	-587.98248	630.50159	-80.45116	-845.65991	124.41689	96.23448	-740.35449	241.12511	23.93137	-747.26996	54.71553	-1.40103	-848.93402	37.10342	16.66356	-101.86196	569.29749	101.39925	-151.82677	672.60669	13.24024	-94.04052	152.69246	213.48788	-85.01208	359.62543	73.71855	5.48900	77.36591	85.30625	12.65520	66.41642	180.17291
592	-638.66821	975.40906	14.44845	-319.27682	992.29675	184.19809	-392.45087	949.27997	-45.38369	-447.45746	974.84662	252.22116	-569.27875	1450.40405	133.08954	-490.90598	1342.58313	231.34215	-640.03040	1328.82373	94.59568	-246.14949	1619.98181	-26.44505	-378.74438	1660.41052	94.46218	-474.90134	1668.78455	-90.58303	-497.05920	1233.82031	-251.59207	-597.06854	1260.94849	-139.01747	-602.59277	1390.90186	-147.10776	-353.15948	1550.76343	-231.84831	-365.18616	1473.82568	-242.61948	-454.24121	1497.00317	-173.83824	-241.69014	1315.92712	392.49408	-343.68240	1368.83069	315.68900	-277.08270	1437.74597	241.81926	-98.25932	1488.24390	151.13417	-223.81235	1479.44836	189.49429	-113.10207	1449.97620	198.93327	-703.52338	486.50226	-22.77506	-588.06677	631.68646	-80.06916	-845.56775	124.85635	96.21800	-740.45624	242.19478	24.52647	-747.37701	54.67807	-1.42498	-848.53729	37.65186	16.72753	-100.50960	569.00366	100.45223	-151.34174	671.81329	12.17507	-87.34614	151.81641	210.66785	-82.06197	359.60968	72.25468	12.31170	79.29745	81.43517	19.81709	67.91413	176.09531
593	-636.85870	976.31598	15.42814	-316.54459	993.53870	182.85083	-391.28262	950.56403	-46.29823	-444.01099	976.11078	251.70004	-568.26440	1450.34924	134.23274	-485.60699	1343.84412	232.76500	-638.29376	1328.62830	95.32997	-244.07953	1619.88269	-26.98278	-376.90170	1661.69678	94.78706	-473.49982	1669.51758	-90.08091	-497.83279	1239.44141	-254.92821	-596.43933	1264.48401	-140.10866	-602.01642	1394.02026	-147.22881	-357.73871	1558.02856	-230.88118	-369.10190	1481.48242	-243.05025	-457.06635	1502.60950	-172.14359	-239.68793	1320.92139	395.07562	-341.63980	1371.76843	316.17068	-276.37152	1441.33130	242.73108	-97.75399	1497.35889	155.49493	-223.66325	1484.10474	191.81549	-112.20850	1458.04053	202.90536	-703.92828	487.28290	-20.69286	-588.49176	631.94617	-79.31097	-845.69019	125.32639	96.32795	-740.06360	243.31180	24.97411	-747.30005	54.83732	-1.46505	-848.54773	37.78670	16.85017	-99.32159	568.58008	99.85026	-150.98061	670.87762	10.84245	-80.68456	151.05217	207.71648	-79.12115	359.34329	70.49654	19.34722	80.78047	77.56657	28.09036	69.01205	171.81367
594	-635.08551	977.31122	15.79612	-313.90884	994.81207	181.96617	-389.84412	951.73749	-47.38118	-441.52386	977.22314	250.87354	-567.05719	1450.48389	135.28020	-483.08698	1344.48682	233.32930	-636.45056	1328.77185	96.11745	-242.47557	1619.65710	-26.77059	-375.31433	1662.80115	95.64578	-471.16852	1670.65015	-89.89310	-497.30237	1244.89246	-258.07419	-595.53870	1267.83362	-141.13374	-600.98248	1396.83325	-147.24580	-360.81653	1565.17407	-229.25897	-376.09146	1488.39783	-245.86630	-458.84848	1507.71619	-170.00677	-236.13959	1325.80420	396.46390	-339.25314	1374.41736	317.28271	-275.14636	1445.00940	243.71846	-96.04718	1505.43933	158.46912	-222.65858	1488.41321	193.38997	-109.88911	1465.48108	205.62915	-703.97992	488.65796	-19.02709	-587.93787	633.18213	-79.03228	-845.40942	125.90152	96.29010	-740.00067	244.58185	26.00028	-747.41565	54.79757	-1.64034	-848.19348	38.28595	16.94824	-97.96449	567.67578	99.28077	-150.50725	669.75311	10.19550	-73.51062	149.74042	204.76569	-76.17160	358.76584	69.08099	26.57539	81.97558	73.03524	35.84632	69.72110	167.63811
595	-632.43213	978.37616	15.83832	-311.18884	995.90930	181.04662	-387.72354	952.96765	-47.77789	-438.38159	978.44141	250.14818	-565.63318	1450.50037	136.27959	-486.79871	1343.67773	229.42848	-634.10626	1328.80176	96.72923	-240.42906	1619.44434	-26.97909	-372.80203	1663.72668	96.20002	-468.71509	1671.46143	-89.49635	-498.86209	1249.91772	-260.79172	-594.12628	1270.71777	-142.11150	-600.18243	1399.76929	-144.14182	-362.99313	1571.32068	-226.72502	-377.06778	1494.55823	-244.95186	-459.57242	1512.24646	-167.47604	-231.73656	1329.86963	397.47192	-337.16083	1380.54749	317.11392	-273.30637	1447.66895	243.99178	-93.70788	1512.64514	160.90814	-220.02112	1492.31812	194.21939	-107.42214	1472.03418	207.49309	-702.75116	490.31677	-18.21876	-587.89832	633.59113	-78.27506	-845.58563	126.30630	96.49777	-739.49805	245.44176	27.01210	-747.52710	54.72813	-2.00921	-847.80713	38.51288	16.88502	-97.09178	566.83325	98.62671	-150.80287	667.91931	9.43685	-66.30502	148.00681	201.93877	-73.65884	358.27780	67.45090	33.46040	83.11673	68.75542	43.58525	70.06910	162.60564
596	-630.39014	979.16443	15.85159	-308.43518	996.68872	180.27721	-385.36975	954.24438	-48.61760	-435.50455	979.24048	249.69383	-563.19928	1450.42847	137.74895	-484.82501	1344.10461	229.46516	-631.87524	1328.75427	97.56638	-237.16539	1619.74622	-26.77876	-369.56775	1664.59229	96.44547	-466.61462	1671.86450	-88.51364	-497.59073	1254.36572	-262.50482	-592.25146	1273.52844	-142.67282	-598.99512	1402.26807	-143.16718	-363.12421	1576.42444	-223.02271	-377.37256	1499.61084	-243.45384	-461.70456	1516.09729	-167.80107	-226.15524	1333.29358	398.16171	-333.45828	1382.33032	318.53690	-270.24973	1450.12585	244.46912	-90.59028	1518.24451	161.80464	-217.03674	1495.05518	194.28627	-103.69272	1477.29382	208.29456	-702.11603	490.85376	-16.05275	-587.01819	634.13068	-77.44005	-845.37506	126.74921	96.31438	-739.69983	246.53152	26.31723	-747.40790	54.78288	-2.06948	-847.60999	38.68733	16.91603	-96.27004	565.53302	98.30877	-151.08572	665.77765	8.69600	-58.75196	147.34221	196.71512	-70.59950	357.26895	65.83033	40.49046	84.29265	63.95924	50.37928	72.34122	151.33925
597	-626.62738	979.63239	15.59722	-305.30743	997.31183	179.47852	-382.67776	955.12323	-48.75411	-432.22391	979.87152	248.79454	-561.00214	1450.47693	138.65820	-481.61237	1343.94360	229.01764	-629.26385	1328.73950	98.34468	-235.24292	1619.54785	-27.30145	-366.36200	1665.47156	97.31413	-463.44046	1672.71765	-87.70090	-496.10074	1258.40051	-263.69540	-590.11139	1276.16357	-142.80362	-596.44580	1404.35083	-142.33275	-362.60443	1580.44592	-219.32909	-376.84723	1503.98950	-241.51733	-461.18610	1519.32910	-164.63811	-219.10844	1336.35083	397.78879	-327.77020	1383.72668	319.27686	-267.07706	1452.02637	244.03947	-86.39616	1522.71033	161.79166	-212.54164	1497.24255	193.62878	-98.84129	1481.00476	207.83342	-701.29926	491.76776	-15.17728	-586.26477	634.35730	-76.97099	-845.48621	127.20692	96.17984	-738.43933	247.85966	27.46009	-747.17572	54.91181	-2.21494	-847.41052	38.86517	17.04545	-95.10091	563.79852	97.94287	-150.92502	663.69678	7.71900	-51.31124	145.59859	193.82578	-67.59309	356.30283	64.18858	47.18401	85.25008	58.71997	58.44283	71.77502	146.56282
598	-624.17328	980.41962	15.84394	-302.37256	997.66901	179.04791	-380.20898	955.80676	-49.21397	-429.46265	980.21619	248.32005	-557.99011	1450.21143	139.98862	-478.87091	1343.95886	229.56540	-626.14099	1328.49402	98.94118	-232.81955	1619.31689	-27.15021	-362.32022	1666.06006	97.91213	-460.99939	1672.94629	-86.08607	-493.85913	1261.78650	-264.44785	-587.41888	1278.15088	-142.51172	-594.34363	1405.94202	-140.48520	-361.89471	1583.59009	-215.68742	-375.28406	1507.40356	-238.97105	-458.34845	1521.22314	-160.34911	-211.65228	1338.40503	397.08676	-321.84836	1384.76758	319.99615	-262.96124	1453.20117	243.66081	-81.21089	1525.41382	160.27451	-207.04778	1498.91235	192.56168	-93.38596	1483.52307	206.28873	-699.92249	492.57898	-14.44065	-583.99719	634.73907	-76.70731	-845.19623	127.63358	96.28249	-737.62878	248.62729	27.66765	-747.17963	54.92520	-2.44629	-847.16449	39.14247	17.18620	-94.32355	562.10748	97.41666	-151.16769	661.29456	7.27341	-43.43715	143.85510	191.07794	-64.63799	354.88330	62.71911	52.42817	85.99166	53.22150	66.19842	71.06374	140.94453
599	-620.52972	980.84290	15.30895	-299.05618	997.48163	178.59016	-376.76602	956.28796	-49.66306	-425.33435	980.27905	247.88522	-554.47369	1449.82373	141.41177	-474.80566	1343.59546	229.47267	-622.98425	1328.20898	100.10415	-229.51138	1618.94373	-26.80119	-358.09647	1666.60461	98.54208	-458.05463	1672.96631	-84.70299	-491.37006	1264.82178	-264.56110	-584.69061	1279.84814	-142.23282	-591.66901	1407.76123	-139.32866	-360.53546	1586.24561	-211.95920	-373.43515	1510.18286	-235.29721	-461.38635	1524.55261	-161.62885	-203.42068	1339.64624	395.91449	-315.98914	1385.53174	321.16928	-258.00461	1453.78296	243.26607	-75.41844	1526.71118	158.24565	-200.99805	1499.24670	191.21056	-87.21743	1484.63843	204.24881	-698.79724	492.76578	-13.15282	-582.08783	634.79132	-75.79076	-845.01709	128.11148	96.32355	-736.34363	249.20332	28.01360	-747.06140	54.92886	-2.57328	-846.42560	38.66000	15.20503	-92.76210	560.06128	97.17268	-150.89211	658.50342	6.82585	-35.42907	142.03984	188.36099	-62.08261	353.20178	61.32432	57.53378	86.07628	47.88975	76.76672	72.54753	134.52003
600	-617.29895	980.77008	15.43060	-295.39151	996.94891	178.36766	-373.91779	956.26599	-49.62703	-422.49997	979.76001	247.63477	-550.94067	1449.20874	142.78062	-470.95627	1342.85596	229.92984	-619.73987	1327.76086	100.59372	-226.27138	1618.50586	-26.49979	-353.92477	1666.87097	99.71146	-455.19873	1672.97253	-82.79491	-488.32303	1266.96106	-264.41803	-582.09637	1281.19250	-141.73544	-588.52887	1408.57275	-137.77660	-358.56659	1588.21790	-209.07132	-371.64838	1512.11804	-233.04517	-458.70361	1525.49316	-157.89850	-194.77979	1340.23450	394.40393	-308.50110	1385.67847	321.52838	-252.73141	1453.80273	242.44334	-68.71663	1526.67517	154.51189	-193.61351	1499.13257	188.48376	-79.69109	1484.51453	200.55507	-696.42499	493.30566	-12.95231	-580.05090	634.63715	-75.90343	-844.62891	128.49307	96.19272	-735.06647	249.71548	28.30433	-747.02411	54.90468	-2.73830	-846.33490	38.76920	15.51555	-91.25742	557.65344	96.64296	-150.20093	655.63837	6.48330	-28.21871	139.40590	185.48906	-59.45225	351.28561	59.93519	60.98108	85.97633	41.42715	83.40938	70.64160	128.43599
601	-613.90887	981.12659	15.86643	-291.69244	996.06683	178.01895	-370.47559	955.63702	-49.92754	-418.71811	978.76886	247.35117	-546.48187	1448.27222	144.23146	-466.78876	1341.90576	230.15207	-615.87219	1327.05396	101.98265	-223.15944	1617.58984	-26.46373	-349.35443	1666.48804	100.62984	-452.02515	1672.68738	-81.10053	-484.93457	1268.23828	-263.90759	-578.61371	1282.04065	-141.04381	-585.29822	1409.02576	-136.39629	-356.21808	1589.75977	-206.27031	-368.48160	1513.86255	-230.29912	-454.93268	1525.64734	-154.32141	-185.37489	1339.57654	392.03268	-301.97440	1385.14807	322.36234	-247.08760	1452.96350	241.81413	-61.24054	1524.89075	150.92519	-185.83246	1498.12354	185.86804	-71.79877	1482.95557	196.69733	-694.57245	493.15610	-13.17238	-577.31970	633.94232	-75.46482	-844.17822	128.57532	96.00156	-734.10126	250.09474	28.08840	-746.80804	54.95412	-2.78341	-846.30963	38.79391	15.58796	-89.81816	555.25000	96.43495	-149.96419	652.33923	6.42703	-20.40113	137.23016	182.85930	-57.24873	349.05612	58.65393	63.47010	84.68095	35.23825	89.52760	68.75858	122.00386
602	-610.24878	980.91760	15.46872	-287.68613	994.64532	178.27731	-366.97137	954.96204	-50.06587	-415.22858	977.39032	246.82910	-542.33832	1447.23999	145.88763	-462.24106	1340.62256	230.61449	-612.18018	1326.38818	103.63304	-219.51114	1616.90942	-26.02687	-344.86768	1666.08228	102.06050	-448.98621	1671.96558	-78.97482	-481.17084	1269.06128	-263.10422	-574.96600	1282.06445	-139.67456	-581.56964	1408.97522	-134.46153	-353.25143	1590.19165	-203.85376	-365.42819	1514.52368	-228.09915	-450.81039	1525.19458	-150.94698	-175.48521	1338.37781	389.55151	-294.48672	1384.26343	322.68723	-240.24176	1451.52673	240.68230	-52.62683	1522.00415	146.23409	-177.29221	1496.15869	183.12871	-63.46247	1480.17200	192.57527	-692.29242	493.13342	-12.98873	-573.52869	633.94086	-76.06174	-843.71674	128.74954	95.85941	-733.37146	249.81470	28.20315	-746.71045	54.85368	-2.84773	-845.97998	38.95812	15.77984	-87.97069	552.27979	96.09521	-149.20689	648.74335	6.33358	-12.48327	134.94647	180.04233	-55.05894	346.32111	57.25358	65.27625	82.54018	29.31627	95.18195	66.08670	115.39176
603	-606.14807	980.33234	15.84496	-283.88461	993.12158	178.59909	-363.31763	953.78705	-49.92518	-411.01526	975.91241	247.29176	-537.81903	1446.01184	147.45807	-448.00891	1340.14697	237.50371	-608.36652	1325.44983	105.14165	-215.77013	1615.58972	-25.69828	-339.56659	1665.18054	103.09515	-445.17007	1670.96704	-77.12062	-477.04666	1269.01379	-261.82877	-571.26404	1281.75549	-138.47937	-577.81097	1408.64648	-132.30933	-350.21884	1589.96167	-201.81981	-362.55038	1514.85498	-226.89490	-446.45367	1524.45166	-147.92981	-165.43288	1335.94727	386.62753	-281.85474	1378.47754	320.87775	-233.40010	1449.60315	239.52628	-42.74732	1517.92981	140.82697	-168.19743	1493.51465	178.68713	-53.65031	1476.12939	187.37985	-690.03265	492.72452	-13.40371	-570.63025	633.19775	-76.36712	-843.36780	129.04524	95.84993	-732.31799	249.82674	28.18309	-746.66241	54.85503	-2.90591	-845.78558	39.12122	15.84266	-86.25751	548.87311	95.95232	-148.36867	644.65186	6.54919	-5.64266	132.12103	177.24394	-52.99948	343.30750	55.89304	66.01389	79.71191	23.64109	100.01797	62.84467	109.48798
604	-602.20740	979.53766	16.52216	-279.92606	990.79272	176.74280	-359.19049	952.23254	-49.76583	-406.66306	974.06598	247.45782	-532.46863	1444.70251	148.92627	-442.83307	1338.14587	238.39372	-603.95258	1324.14478	106.90089	-211.80930	1614.40039	-25.26605	-334.06540	1663.88757	104.25090	-441.70181	1669.89429	-74.70361	-472.71170	1268.25513	-260.33441	-567.02557	1280.86084	-136.84721	-573.14722	1407.62463	-131.08374	-346.10733	1589.14233	-200.42769	-357.75232	1513.95386	-224.86772	-441.66721	1523.11267	-144.92467	-155.16336	1332.91846	382.85913	-273.34967	1376.09827	320.59775	-226.78868	1447.17920	238.45311	-32.86746	1512.33264	135.73053	-157.78749	1489.88684	174.31462	-44.16454	1470.88489	182.28511	-687.50317	492.03369	-14.43381	-567.44666	632.01599	-76.38174	-843.36377	129.11189	95.88766	-731.39673	249.31244	27.50931	-746.68951	54.69089	-3.07682	-845.74390	39.15256	15.83244	-84.21976	545.24384	95.37472	-146.76503	640.80426	6.45809	1.36770	128.95816	174.97581	-51.31136	339.75485	54.79397	66.05371	75.85726	18.72957	104.81546	59.01680	103.89885
605	-598.21039	978.44537	17.55874	-275.01935	988.66492	176.50691	-355.85733	950.48352	-50.29198	-401.23880	971.57080	247.23227	-527.37396	1442.72424	150.74835	-437.42538	1335.94324	239.36868	-599.49066	1322.70825	108.65063	-207.30609	1612.99548	-24.50794	-328.96622	1662.37610	106.02113	-437.11865	1668.35559	-72.85517	-468.26761	1266.75073	-258.32730	-562.43506	1279.73352	-135.23053	-568.50427	1406.09155	-129.39693	-341.14124	1587.57898	-199.06462	-352.72995	1512.54175	-223.39813	-436.58115	1521.57910	-143.65544	-144.26564	1328.66528	378.89825	-264.57535	1373.07886	319.90454	-218.42003	1443.85950	236.55148	-22.52207	1505.60999	129.27910	-146.91945	1485.48303	169.73587	-33.03818	1464.49329	176.32198	-684.82684	491.57098	-15.23550	-564.02631	630.98236	-76.94906	-843.11536	129.22084	95.81977	-729.02313	249.46599	26.66754	-746.71686	54.70155	-3.19117	-845.92676	39.10115	15.91168	-82.21659	541.54028	94.77280	-144.95393	636.32837	6.38874	6.76734	124.43604	175.11020	-49.71754	336.01117	53.36821	64.15150	70.09133	14.62874	105.90984	55.62357	95.79855
606	-593.59076	976.96204	18.41005	-269.74344	986.03088	176.25317	-351.63593	948.57373	-50.36823	-395.74112	969.11243	247.66977	-521.85535	1440.86475	152.72235	-434.90060	1329.95959	241.30783	-594.34515	1321.10425	111.06416	-202.16142	1611.33801	-23.70210	-323.36215	1660.37598	107.39478	-432.79599	1666.84155	-70.54913	-463.26834	1264.63574	-256.29285	-557.81201	1277.55469	-133.16063	-564.01520	1403.98181	-127.50743	-335.12219	1585.41516	-197.43187	-347.20660	1509.43066	-222.26860	-431.08286	1519.47534	-142.88310	-133.61278	1323.69507	374.73691	-254.28162	1369.67139	318.94656	-210.73538	1440.10693	234.71443	-11.42525	1497.86206	123.49774	-133.86383	1480.14526	165.26527	-21.94063	1457.07568	170.13986	-681.82654	490.59000	-16.54353	-560.25977	629.95508	-77.58377	-842.80884	129.17828	95.63017	-728.67755	248.47865	26.33620	-746.50903	54.52783	-3.31095	-845.76245	39.26789	15.79391	-79.66565	537.42474	93.68027	-143.32585	631.57953	6.21647	12.24056	121.55149	172.95747	-48.49659	331.54224	52.39101	63.31673	64.96287	11.81916	107.14420	51.03113	90.79424
607	-588.88129	975.22504	19.65637	-264.22058	983.41449	175.96187	-347.33896	946.22485	-50.37271	-389.92319	966.35266	248.06519	-516.06964	1438.53003	154.49088	-428.95929	1327.43091	242.87346	-589.33289	1318.99805	113.48873	-197.35129	1609.51758	-22.67873	-317.51199	1658.22778	108.95756	-428.30548	1664.86646	-68.45977	-458.18597	1261.75378	-253.87177	-553.28424	1275.13928	-130.67140	-559.06116	1401.46008	-125.06532	-328.52036	1582.36060	-196.49693	-340.56729	1505.88684	-220.36583	-425.15588	1516.51819	-142.13600	-123.05000	1317.81726	369.82944	-245.18126	1365.31323	317.52051	-203.01593	1435.89893	233.19559	1.16895	1488.77820	116.71021	-122.78158	1474.24963	160.14374	-10.63382	1448.48474	164.00172	-679.71704	489.84634	-17.63112	-556.98340	628.65076	-77.68819	-842.73981	129.39954	95.72548	-727.15564	248.14946	25.55110	-746.55695	54.41491	-3.62533	-845.52032	39.41733	15.63659	-77.46146	532.73560	92.86229	-141.46695	626.92621	5.73084	15.76984	117.53718	171.57797	-47.53653	327.01721	51.10186	62.36536	59.82576	9.55762	108.08553	47.32076	87.83124
608	-583.95441	973.13092	21.39285	-258.82187	980.77246	173.97113	-343.05844	943.72565	-50.44593	-384.17783	963.23315	248.17241	-510.17480	1436.05933	156.37581	-422.60687	1324.60278	244.60802	-584.02460	1316.69409	116.08305	-192.77502	1606.91748	-22.22297	-311.49307	1655.72681	110.27523	-423.31006	1662.71216	-66.23579	-453.75977	1258.05896	-251.14722	-548.39136	1271.85693	-127.88843	-554.21509	1398.33386	-122.88412	-322.07639	1578.36951	-196.13348	-334.22610	1501.51465	-218.91963	-419.09006	1513.40881	-141.92741	-112.34172	1311.14270	364.69690	-235.78769	1360.50378	315.96790	-194.78636	1430.95972	231.28967	14.36723	1478.78821	109.65086	-111.65599	1467.42554	154.39394	0.89971	1438.46521	158.07594	-676.73212	489.17578	-19.05597	-552.32019	627.88000	-78.72099	-842.23370	129.33350	95.41458	-725.65594	247.50893	24.50278	-746.56628	54.15195	-3.66516	-845.41223	39.66730	15.40461	-74.52488	528.27783	91.26094	-138.87766	622.17175	5.23688	17.45116	113.15324	171.67455	-46.27344	322.11057	50.66373	63.39083	56.79914	9.32851	110.33964	44.39698	87.40461
609	-579.27448	971.22052	23.48670	-252.93372	977.08276	173.66179	-338.47504	941.04218	-50.46289	-376.95923	960.21820	249.64056	-503.25113	1433.49304	158.75571	-415.88910	1321.84875	246.24165	-578.17883	1313.98145	118.36892	-187.46574	1604.46704	-22.18755	-304.89679	1653.07275	111.54848	-418.03979	1660.34607	-64.02821	-448.59464	1253.78162	-247.96692	-543.86383	1268.25623	-125.45526	-549.40198	1394.73682	-120.46861	-314.68472	1573.50049	-195.89928	-327.61646	1496.61816	-217.52187	-412.64844	1509.78894	-141.71281	-102.56602	1303.47791	359.31570	-226.03511	1355.27380	314.68985	-186.06175	1425.79089	229.42833	27.08904	1467.06848	103.52155	-98.38325	1458.98938	147.45695	13.96834	1427.69006	151.03705	-673.95734	488.42273	-20.53315	-549.04041	626.52466	-78.92970	-841.58600	129.18651	94.97916	-724.35840	246.52986	23.63882	-746.48474	54.16705	-3.86931	-845.73322	39.58514	15.16544	-71.70115	523.81207	90.07222	-136.26151	617.28638	5.05435	17.65821	108.51270	173.70731	-45.59456	316.85123	50.56137	66.05313	55.52761	11.61778	112.77455	40.75380	89.80965
610	-573.39099	968.73395	25.75928	-246.16551	973.64801	173.44876	-333.50406	938.21979	-50.23568	-370.83350	956.87921	250.23755	-496.62845	1430.56323	160.98032	-408.86862	1318.82703	248.47765	-572.17987	1311.27991	121.69262	-181.82913	1601.78760	-22.24235	-298.02695	1650.51282	112.57222	-412.77112	1657.90454	-61.67388	-444.17062	1249.17822	-244.82744	-539.21167	1264.26880	-122.21834	-544.35559	1390.65063	-117.24171	-307.02246	1567.72302	-195.86075	-320.45197	1491.13293	-216.42896	-399.34769	1505.26917	-139.99263	-92.95963	1295.45593	353.19806	-216.42999	1349.38049	312.50009	-178.06779	1420.03235	227.40413	41.32117	1454.56470	96.45898	-86.24071	1449.49390	141.80618	26.68126	1415.60815	144.55949	-671.41064	487.53015	-21.79197	-545.75140	625.22217	-79.07405	-841.27429	129.18056	94.80816	-722.79224	246.05222	22.64234	-746.25476	54.20368	-4.01815	-845.60010	39.45702	15.13438	-68.16210	519.14819	88.92940	-133.02443	613.22485	3.95625	16.27945	103.51646	176.22638	-43.81093	311.85989	51.18138	68.96574	55.07345	14.46019	115.31673	37.40011	93.52496
