<MarkerSet>

<Name>
All
</Name>

<Markers>
Skeleton:Hip1
Skeleton:Hip2
Skeleton:Hip3
Skeleton:Hip4
Skeleton:Chest1
Skeleton:Chest3
Skeleton:Chest2
Skeleton:Head3
Skeleton:Head2
Skeleton:Head1
Skeleton:LUArm1
Skeleton:LUArm2
Skeleton:LUArm3
Skeleton:LHand1
Skeleton:LHand3
Skeleton:LHand2
Skeleton:RUArm1
Skeleton:RUArm2
Skeleton:RUArm3
Skeleton:RHand1
Skeleton:RHand3
Skeleton:RHand2
Skeleton:LThigh2
Skeleton:LThigh1
Skeleton:LShin2
Skeleton:LShin1
Skeleton:LFoot2
Skeleton:LFoot1
Skeleton:RThigh2
Skeleton:RThigh1
Skeleton:RShin2
Skeleton:RShin1
Skeleton:RFoot1
Skeleton:RFoot2
</Markers>

<Data>
Frame#	M0X	M0Y	M0Z	M1X	M1Y	M1Z	M2X	M2Y	M2Z	M3X	M3Y	M3Z	M4X	M4Y	M4Z	M5X	M5Y	M5Z	M6X	M6Y	M6Z	M7X	M7Y	M7Z	M8X	M8Y	M8Z	M9X	M9Y	M9Z	M10X	M10Y	M10Z	M11X	M11Y	M11Z	M12X	M12Y	M12Z	M13X	M13Y	M13Z	M14X	M14Y	M14Z	M15X	M15Y	M15Z	M16X	M16Y	M16Z	M17X	M17Y	M17Z	M18X	M18Y	M18Z	M19X	M19Y	M19Z	M20X	M20Y	M20Z	M21X	M21Y	M21Z	M22X	M22Y	M22Z	M23X	M23Y	M23Z	M24X	M24Y	M24Z	M25X	M25Y	M25Z	M26X	M26Y	M26Z	M27X	M27Y	M27Z	M28X	M28Y	M28Z	M29X	M29Y	M29Z	M30X	M30Y	M30Z	M31X	M31Y	M31Z	M32X	M32Y	M32Z	M33X	M33Y	M33Z	
704	-422.72778	976.54382	438.33447	-132.48006	999.81342	228.67157	-365.41699	944.46539	194.67702	-127.28017	989.48804	372.10910	-290.99832	1451.16907	426.86267	-171.87273	1346.54932	397.52478	-362.49472	1332.78906	469.16675	-297.14175	1599.65674	48.64420	-232.88475	1659.12500	209.04744	-443.79166	1669.83264	228.28479	-655.16101	1268.45886	212.86696	-570.67462	1284.92993	339.08722	-561.93658	1412.07825	336.80893	-550.17664	1568.90356	72.78530	-580.28638	1498.03809	88.70804	-514.92883	1512.29004	183.56181	73.76884	1347.15405	139.59470	-10.15880	1387.71216	244.54796	-83.29440	1454.54333	183.38152	-148.64102	1540.93103	-0.59850	-137.29681	1495.23767	122.10407	-102.90790	1499.27478	12.26727	-438.86993	488.08774	534.54932	-450.54013	616.25677	388.86566	-356.81235	103.34325	739.29675	-402.13156	245.27399	597.95831	-415.18555	39.39396	599.47522	-443.78607	25.19548	702.71039	-141.09232	555.71729	3.35207	-236.12234	663.68707	23.18724	-82.97515	127.87134	-21.00021	-183.94109	351.85730	-40.68440	-182.57719	95.24093	-159.91054	-96.11507	68.37344	-144.64140
705	-422.08942	976.03778	436.31390	-132.97107	998.42334	225.61665	-365.92239	943.89600	192.29984	-127.06789	987.68219	368.57730	-291.08102	1450.74841	424.06647	-171.50461	1345.68140	393.80777	-362.37408	1332.08313	465.89502	-299.19974	1600.63110	45.22568	-232.87233	1658.81372	205.85335	-443.41739	1669.16663	226.43341	-657.44824	1272.70898	206.22331	-571.92297	1286.82507	332.78897	-561.88177	1413.59460	331.89728	-548.86127	1574.60925	71.46703	-579.69366	1503.43677	85.99760	-514.70129	1515.16345	181.07008	72.87050	1346.05444	132.46382	-10.23103	1386.76892	238.18143	-83.80110	1453.43933	178.42880	-149.28714	1539.79919	-9.32487	-138.44652	1494.63049	113.63615	-103.58996	1498.11035	4.29401	-439.66708	487.73785	532.62616	-451.27118	615.72375	386.67398	-356.96536	103.94550	738.71387	-402.48373	245.30530	596.01074	-415.37466	39.43515	598.70520	-444.04645	25.48987	702.46686	-145.28783	553.94983	-0.06784	-240.40370	660.60352	23.20590	-83.64011	128.35515	-33.47768	-189.61374	350.32437	-44.64797	-193.74670	92.85648	-165.34937	-107.03082	65.29647	-154.20302
706	-421.70938	975.40692	434.02789	-133.38937	996.93317	221.53864	-367.30856	942.89758	189.62384	-126.68827	985.67029	364.95782	-290.56973	1449.66296	420.40863	-171.38165	1344.24414	389.43820	-362.42856	1331.08301	462.51282	-300.29160	1600.93652	42.02571	-232.89233	1658.44141	202.54851	-443.29849	1667.92969	224.95274	-658.85779	1276.51160	200.34099	-572.96039	1288.47900	326.89862	-561.42169	1414.61523	327.31482	-547.02673	1578.89050	68.78700	-578.18018	1507.59448	81.77670	-513.59412	1516.84912	177.75620	71.32053	1343.91748	125.07558	-10.45038	1385.00110	231.93567	-84.34260	1451.64148	172.34009	-149.26512	1537.43811	-18.67468	-140.40535	1492.40686	104.50683	-103.86287	1495.47644	-4.32940	-440.64435	487.48221	530.49756	-450.97751	614.83325	383.70819	-356.88507	104.03616	738.10638	-403.04651	245.06526	594.80664	-415.20526	39.49495	598.48663	-444.02557	25.43306	702.40662	-149.36200	551.59998	-3.57195	-244.35120	657.86450	21.46336	-89.25970	125.80794	-42.50187	-195.07585	348.14136	-48.72984	-204.88647	89.65657	-169.61511	-117.89542	61.63104	-162.29163
707	-421.10263	974.23279	431.00848	-134.09132	994.87866	216.93143	-367.74384	941.66876	186.72838	-126.87199	983.31232	360.81589	-289.72183	1448.17334	416.33655	-171.20486	1342.48975	385.28027	-361.54065	1329.71448	459.35455	-301.36804	1600.97546	38.99234	-232.71248	1657.67261	199.13327	-442.67786	1666.51855	222.85968	-660.20160	1279.49329	194.81454	-573.37042	1289.21252	320.86798	-561.31940	1414.97693	323.50824	-545.17926	1581.24487	64.28578	-576.91772	1510.23291	76.62129	-513.60754	1518.52747	173.20068	69.68668	1340.53467	117.80128	-13.82387	1380.98108	224.17212	-86.84846	1448.42786	166.84315	-149.22758	1533.58740	-28.40068	-142.25296	1488.84192	94.83709	-104.33665	1491.63562	-13.81782	-441.27252	486.94003	528.37354	-451.74222	614.04968	380.75800	-357.22452	104.35337	737.41339	-403.73148	238.73198	600.75684	-415.12616	39.61102	597.84827	-449.49963	19.02094	709.73029	-153.82001	548.57318	-7.20615	-248.08737	654.69501	19.02839	-94.24592	123.35811	-50.49401	-199.89169	345.75800	-52.47768	-215.07120	85.43774	-172.65285	-127.71313	57.17182	-168.48659
708	-420.01401	972.65759	428.16684	-134.74875	992.84265	211.67093	-368.69971	939.99365	183.46399	-126.62650	980.54797	355.98709	-289.14676	1446.47327	412.14783	-170.63536	1340.06104	380.54584	-360.33847	1328.02246	456.19968	-302.38089	1600.82117	35.26802	-232.45908	1656.42151	195.43880	-442.83704	1664.62744	221.30652	-661.08734	1281.60144	189.70795	-574.08160	1289.39343	315.60059	-560.81848	1414.92969	318.81674	-543.09479	1582.23975	58.23058	-575.20001	1511.15369	69.51067	-513.86163	1519.35449	167.41855	67.59582	1336.19421	110.08198	-13.81693	1377.64648	218.04248	-86.71559	1445.26111	160.40198	-148.80367	1528.57373	-39.48604	-144.18689	1484.19141	83.86996	-104.13834	1486.57751	-23.62618	-442.10938	485.97311	526.03607	-451.25531	613.07892	377.76495	-357.26190	104.55108	736.63043	-405.08102	238.50406	599.85364	-415.29202	39.39106	597.90417	-449.37329	18.87786	709.68451	-157.75548	545.32587	-11.14035	-251.67313	651.58850	16.00573	-98.74884	120.41155	-56.55696	-204.72437	342.74960	-55.77580	-223.51628	79.61309	-174.37863	-135.60919	52.57666	-172.84106
709	-418.94119	970.78027	425.09937	-135.38304	990.33643	206.08620	-369.87054	938.22015	179.74088	-126.02634	977.59454	350.34830	-287.58386	1444.35608	407.60297	-164.66414	1335.39453	374.36481	-359.74133	1326.14514	452.71310	-303.01352	1600.33325	31.83644	-232.62952	1654.69714	191.85413	-441.88031	1662.56677	218.67172	-661.29144	1283.14526	184.81360	-574.24298	1288.91931	311.09561	-559.93231	1413.95007	315.22592	-540.97394	1581.63647	50.18422	-573.48773	1510.89307	61.59620	-514.60358	1520.01709	161.11539	65.88660	1330.85364	102.77311	-14.06516	1374.17285	210.11742	-86.77711	1441.13586	153.10922	-148.71141	1522.16211	-51.46737	-146.94420	1478.50549	72.54734	-104.68076	1479.96509	-34.82523	-442.84686	485.07333	524.34711	-451.04376	611.95691	375.89114	-357.42258	104.78329	736.30414	-404.82166	242.93954	591.55505	-415.47083	39.10871	598.00903	-444.02557	25.43306	702.40662	-161.55124	542.07343	-15.35447	-254.96808	648.41425	11.93211	-103.39149	117.22408	-61.31252	-208.99535	339.31168	-59.30211	-231.20837	72.02592	-175.51596	-142.06398	48.87871	-176.32146
710	-417.23526	968.89667	421.81406	-136.28595	987.69995	199.58960	-370.86093	935.96271	175.54282	-125.52546	972.88892	342.92047	-286.19690	1442.14063	402.83832	-163.22432	1332.73828	369.15073	-357.22125	1323.66980	449.12637	-302.72940	1600.75342	28.12060	-232.55444	1653.15295	188.94452	-442.40750	1659.64954	215.62010	-661.64008	1283.74353	180.38535	-574.85217	1288.11414	307.26990	-558.78015	1412.37354	311.72855	-540.17639	1579.57239	40.94142	-572.39905	1508.84595	52.84837	-514.95416	1520.43628	152.89905	63.71889	1324.61523	95.53683	-14.66840	1369.49292	202.98016	-87.60298	1436.41125	145.92070	-148.18648	1513.63904	-64.31249	-148.59041	1471.83484	60.01140	-104.72338	1471.42297	-46.13889	-443.49786	484.12689	522.30927	-450.71960	610.44537	373.08252	-357.36841	104.80249	735.97906	-405.71512	237.33485	598.52264	-415.41324	39.16057	597.98401	-444.02557	25.43306	702.40662	-165.39998	538.09772	-19.60858	-258.51263	644.79761	7.77695	-106.96726	113.90124	-63.69952	-213.59592	335.43317	-62.08052	-235.20337	64.77279	-176.65982	-144.06923	46.51548	-178.58386
711	-415.74826	966.65765	418.12686	-137.27702	984.88336	192.52512	-372.46503	933.62439	171.77164	-124.55618	969.94171	335.85526	-283.64258	1439.76709	397.83533	-161.83122	1329.77075	363.68066	-355.00061	1321.37378	445.75046	-302.59750	1600.56726	24.37440	-232.18282	1651.25562	185.61858	-442.36078	1657.61438	212.32562	-661.33704	1283.75049	176.73288	-575.35999	1287.04883	303.80716	-557.18250	1410.20251	308.97324	-540.37201	1576.44336	30.94798	-572.28381	1505.47229	44.14893	-515.89838	1519.18372	144.42148	60.86170	1317.73059	88.08633	-15.38222	1364.29309	195.84918	-88.27679	1431.20398	138.73802	-148.96254	1503.17249	-78.63190	-150.57083	1464.10229	47.28029	-105.48011	1461.26953	-58.84714	-443.19507	483.79373	521.41760	-450.85971	609.54224	371.82410	-357.29916	104.77066	735.81519	-405.39169	242.02379	590.42725	-415.78412	38.94349	598.36890	-444.20392	25.17593	702.55377	-169.30676	533.98431	-23.96079	-261.96744	640.94354	2.70610	-109.38277	110.39307	-63.16046	-217.13863	330.74854	-64.28397	-234.07341	61.39587	-179.77103	-142.17755	43.69159	-180.32574
712	-413.25146	964.60809	414.85797	-138.56352	981.75659	184.18857	-373.80048	931.15051	167.54686	-123.38155	967.15796	327.46814	-281.84891	1437.26257	393.03339	-159.70169	1326.75708	357.60788	-352.27991	1319.07129	442.20950	-304.53040	1598.80200	20.16901	-231.96936	1649.43298	180.84717	-441.57126	1655.72009	209.91760	-660.04041	1282.71753	174.86536	-574.76624	1284.88696	301.42395	-555.37805	1407.56799	306.80240	-542.12128	1572.06409	21.58831	-573.60992	1501.42944	36.04617	-515.50134	1516.89294	135.43008	57.63203	1309.88782	81.42149	-16.08989	1358.86206	188.46648	-89.40813	1425.30505	131.51103	-148.29404	1491.05444	-92.97442	-153.35651	1455.14832	33.70775	-100.21674	1449.65637	-67.20377	-442.47070	483.06369	520.24133	-451.33621	608.26843	370.47052	-357.10275	104.75040	735.97980	-403.74051	245.24666	584.82233	-415.78970	39.05328	598.43048	-444.04382	24.78778	702.90527	-173.18820	529.72797	-28.52328	-265.01480	637.19635	-2.95942	-110.69930	106.50842	-61.54436	-220.27831	325.65979	-66.14162	-231.28389	59.77555	-182.65744	-139.45313	40.32301	-181.68179
713	-410.96323	962.58295	411.21323	-140.11263	978.61847	175.90347	-375.71609	928.65698	163.30923	-121.86617	964.59216	318.85840	-278.77173	1434.62134	387.55420	-157.87999	1323.68872	351.34451	-348.29410	1316.53723	437.80042	-306.07968	1596.13098	15.97767	-232.29378	1647.52039	175.50499	-441.37860	1653.91162	207.21513	-657.90369	1280.03259	174.00781	-572.60358	1282.22314	299.55527	-552.92828	1404.87292	304.64914	-546.20374	1566.71851	12.68518	-577.05530	1496.66528	30.87605	-513.51855	1514.05762	126.33844	53.74994	1301.23022	74.91194	-17.20412	1352.94470	180.70888	-90.29405	1419.45325	123.82774	-153.23022	1475.74084	-111.40108	-154.75844	1446.62146	21.72302	-105.66667	1435.25952	-83.85588	-441.81522	482.85867	519.70880	-451.50858	606.87463	368.81924	-356.71091	104.73048	735.90149	-405.73679	241.22917	589.98578	-415.73181	39.16911	598.47040	-444.14514	24.69611	703.01605	-176.22383	525.26398	-33.08866	-268.26877	633.53619	-9.46655	-110.99995	102.47185	-60.08875	-222.16933	320.61539	-68.72733	-230.54202	57.88799	-183.72983	-137.97527	37.65903	-182.34729
714	-407.88284	960.80219	407.95148	-141.96727	975.29291	166.95958	-378.05853	926.06354	158.86685	-120.01486	962.36115	309.54703	-274.83337	1432.31616	381.68915	-155.11082	1320.73389	344.34573	-343.64490	1314.28186	433.45221	-308.03391	1594.42053	11.42282	-232.23268	1645.88403	170.27473	-440.66452	1652.45740	203.88995	-655.07654	1276.02808	174.13968	-570.10266	1279.05383	299.11801	-550.35693	1401.94446	303.20169	-550.57269	1560.69568	6.07714	-581.71759	1491.56494	28.42051	-507.63028	1507.50171	114.76839	50.23441	1291.81677	68.46552	-18.15085	1346.66931	172.42233	-91.28377	1413.53394	115.91287	-153.27638	1460.09900	-125.83931	-156.38261	1437.05762	7.28457	-107.62620	1419.45996	-96.65451	-441.04977	482.53510	518.86591	-451.98004	606.22595	368.19934	-356.43726	104.86787	735.83984	-405.64130	241.36192	588.91986	-416.03799	39.01301	598.88641	-443.89194	24.52731	703.43921	-178.76375	520.77875	-37.23446	-271.77817	629.22211	-16.00802	-112.32600	99.02493	-60.39782	-223.68288	316.00690	-71.54234	-232.25258	55.89122	-183.62019	-138.20490	36.38805	-182.82033
715	-404.98618	959.12006	404.42386	-144.39784	972.33563	157.80817	-380.08673	923.54553	154.67366	-118.48955	959.58612	299.96317	-270.81564	1430.25049	374.87411	-152.53110	1318.14648	336.65741	-339.07016	1312.15857	428.23712	-309.02588	1593.93896	6.91724	-232.24927	1644.50146	164.93791	-440.09534	1650.72974	200.08542	-651.58948	1269.88013	175.17519	-565.11560	1274.75488	299.11407	-549.09155	1399.70520	300.99585	-556.47003	1554.78442	4.10206	-587.57385	1487.98535	26.52604	-504.05176	1499.61853	107.88023	46.46351	1281.74915	61.89694	-19.88256	1340.28259	164.44482	-91.94231	1408.02991	107.40371	-154.40405	1443.04858	-138.65533	-158.46367	1426.89063	-5.93318	-110.05660	1402.18079	-107.19196	-440.11685	482.62073	517.80463	-452.52347	605.58331	367.24173	-355.48068	104.71386	735.31787	-405.64859	241.55598	588.44623	-416.03799	39.01301	598.88641	-443.89194	24.52731	703.43921	-180.47646	516.69086	-41.20150	-273.30167	625.29767	-23.03168	-112.70236	95.60092	-60.88443	-224.86115	311.73947	-74.24686	-233.28705	54.79462	-184.26801	-138.16960	35.39351	-183.56166
716	-401.64169	958.01678	401.39777	-146.67047	969.74023	148.62431	-382.47113	920.91547	150.87299	-116.50790	958.12244	290.64093	-263.76447	1429.55591	367.78177	-149.41985	1315.96765	328.27859	-333.14954	1310.80713	422.79617	-311.64786	1593.83875	1.06055	-232.96072	1643.83069	158.97751	-440.22379	1649.31299	196.48505	-648.32477	1262.49207	178.67593	-560.46899	1270.69055	300.17975	-543.40149	1394.64075	300.22394	-561.31665	1549.03601	7.08231	-590.84686	1480.67090	32.95510	-498.22794	1488.03223	100.57796	42.50969	1271.52893	55.73332	-21.33346	1333.46985	156.74432	-91.67258	1402.55566	98.52321	-157.79822	1426.00220	-147.98639	-158.94946	1419.28076	-14.80329	-114.09965	1386.45105	-115.35246	-439.07932	482.69888	516.32660	-453.60471	605.40070	366.14908	-355.55606	105.54397	734.82751	-405.54883	241.69164	587.65753	-416.39243	39.04842	599.11884	-443.53412	24.32519	703.56250	-182.14249	512.86255	-45.16742	-274.29214	621.69788	-29.60993	-112.84521	92.66633	-61.23497	-226.28899	307.65652	-76.57222	-233.69040	54.04605	-185.62283	-137.12657	34.22860	-184.69341
717	-398.18951	957.14484	398.41745	-149.30089	967.11609	139.29778	-384.52301	918.54871	146.57784	-114.62083	956.56812	281.20105	-260.68631	1428.40002	359.56332	-146.10759	1314.53381	318.63327	-327.26819	1310.03894	416.90787	-313.17337	1593.83618	-4.06788	-233.39706	1643.61487	152.54002	-440.29434	1648.66931	192.29097	-644.80615	1253.14868	183.65167	-554.69147	1265.80798	302.23047	-539.61414	1390.26294	299.98798	-564.92584	1542.09595	13.77328	-593.96320	1473.88269	40.24546	-492.66092	1474.41479	95.48389	39.89375	1261.46191	50.57339	-23.06327	1326.93347	149.78647	-91.22291	1396.22791	88.53815	-162.96417	1412.27808	-153.55510	-159.77260	1411.35767	-20.30726	-118.66548	1373.51941	-120.95101	-438.39709	483.17770	514.65924	-454.13290	605.31268	365.14462	-355.38495	106.86684	734.11621	-404.97958	242.58173	585.49353	-416.60144	39.15312	598.74567	-443.47156	24.80656	703.42065	-183.61819	509.97238	-49.30615	-274.94046	618.74609	-35.35581	-112.90055	90.42678	-61.95952	-227.52309	304.23395	-78.72200	-233.74409	53.44738	-186.19583	-136.70094	33.59715	-185.49013
718	-394.92661	956.62030	395.37912	-151.55119	965.59778	130.73961	-386.57523	916.77893	142.81601	-113.76038	956.20184	272.47913	-256.37766	1428.13123	350.31293	-142.43813	1313.81384	308.11920	-324.97678	1307.81018	410.88797	-316.54468	1594.26538	-10.59562	-233.96635	1643.41162	145.83939	-440.40799	1648.48096	188.14735	-640.17529	1242.39246	190.00209	-548.10468	1260.08032	305.98877	-535.88751	1385.27539	300.31564	-567.73950	1533.02148	20.70566	-595.90717	1464.56445	48.06844	-489.79697	1461.08240	93.55783	37.92352	1252.15918	46.24606	-24.41364	1320.99854	142.75645	-90.74807	1389.46179	78.61202	-167.88309	1403.51721	-155.80508	-161.77266	1402.52612	-22.45144	-123.57788	1364.61462	-123.84858	-437.97418	483.81592	512.01770	-455.75552	606.22064	363.20432	-355.39853	108.27410	732.81787	-408.36288	241.60303	588.51929	-416.99948	39.22294	598.02667	-448.55786	18.27097	710.91364	-184.78296	508.04581	-54.13809	-274.92975	616.84589	-40.98715	-112.91244	89.03770	-62.39881	-228.61214	301.72491	-80.92149	-233.97716	52.82489	-186.28877	-136.38918	32.88398	-186.07166
719	-391.56824	956.92963	392.23877	-153.95418	964.94098	122.82475	-388.60364	915.35767	139.04095	-112.82757	957.42065	262.11945	-251.84116	1428.54395	340.20761	-138.83978	1313.67676	296.60977	-315.53781	1315.55798	408.65561	-318.73425	1595.25854	-16.31086	-234.63437	1644.04382	138.52727	-440.91562	1648.48596	183.86398	-635.02356	1231.06006	198.66673	-540.15088	1254.21680	310.17407	-532.00000	1379.79126	301.74652	-572.10150	1521.54797	24.78457	-598.84985	1452.86450	53.33114	-490.81985	1450.94641	95.55632	36.75492	1244.45825	41.50072	-25.15051	1315.97424	135.36237	-91.78593	1382.91675	67.56032	-172.21252	1399.92590	-156.08885	-166.47310	1391.89978	-21.59645	-126.82590	1359.96436	-125.68566	-438.72025	484.93823	508.66962	-457.52182	607.41748	360.91550	-355.10065	110.32176	730.82428	-409.59454	242.97575	585.95135	-417.55487	39.10202	597.91797	-454.10284	12.06982	718.30450	-186.10963	507.01379	-58.01689	-275.18469	615.61914	-46.41404	-112.97034	87.88451	-62.78101	-229.72668	300.47791	-83.20087	-234.11108	52.36320	-186.26416	-136.04565	32.41610	-186.25360
720	-388.36066	957.91125	388.56888	-155.36714	964.98145	114.93246	-389.96329	914.77203	135.32100	-112.33962	958.59558	253.55235	-247.05928	1429.60217	329.84937	-134.74092	1314.52771	284.79153	-304.83395	1316.15845	399.02106	-321.49146	1597.18066	-22.89671	-235.48824	1644.62183	131.08044	-440.62009	1648.89954	178.65379	-628.83887	1219.94556	208.30310	-528.88312	1248.10986	316.62152	-527.33258	1374.33777	304.32919	-577.64557	1507.90686	25.22848	-602.22620	1439.19409	55.53959	-496.06601	1444.34497	101.78166	35.97931	1239.25610	36.43525	-26.44547	1312.25659	127.18182	-92.80254	1379.73413	56.92171	-175.77367	1399.32495	-155.07001	-168.97859	1385.26221	-21.27544	-130.60448	1358.06177	-126.44425	-440.35019	486.26999	504.49939	-459.51352	609.53149	357.92966	-354.96982	112.49697	728.47772	-411.40063	245.01694	583.41998	-424.29858	33.30348	604.29510	-453.79944	12.42578	717.67261	-186.98105	506.35303	-61.64725	-275.24213	615.07953	-50.90337	-113.34866	87.42076	-63.46977	-230.81720	299.63571	-85.67236	-234.52707	51.86121	-186.63466	-135.89095	32.35230	-186.60040
721	-384.99448	959.62842	384.87320	-156.55058	965.54797	108.27081	-390.61649	915.16412	131.76350	-110.82130	960.62061	245.73225	-242.59720	1431.17932	319.41843	-131.34743	1315.86035	272.30542	-298.89337	1317.87048	390.96991	-324.89914	1599.55176	-30.01142	-236.37909	1645.22583	123.03698	-441.26370	1649.44116	174.71956	-621.36066	1209.67310	218.78906	-519.04456	1243.42957	321.11075	-522.06903	1369.86438	307.57132	-585.14801	1492.97949	25.28118	-604.91107	1424.49756	56.89858	-504.01801	1440.56030	110.46975	35.93093	1236.79199	29.88737	-28.00022	1311.07800	119.06561	-92.48190	1375.88501	46.93935	-181.38734	1398.73181	-153.57594	-171.28929	1382.23169	-20.37918	-135.95656	1356.98584	-127.18202	-442.29022	487.99124	499.66501	-461.56509	611.94586	354.62128	-355.81427	115.89354	725.87219	-413.53741	246.92445	580.06592	-425.01550	33.22686	603.38019	-448.70459	21.59923	708.30298	-187.73761	505.96457	-65.24039	-275.99133	614.87610	-54.77296	-113.59829	87.57233	-63.67119	-231.39561	298.95786	-87.40977	-234.88861	51.51565	-186.69958	-136.01041	32.34806	-186.69730
722	-381.48007	961.86774	381.29565	-157.25136	966.30981	101.60832	-390.77130	916.35382	128.14240	-109.38351	962.82196	238.63692	-238.02068	1433.14209	309.18884	-127.74674	1320.17358	259.10370	-291.58578	1319.40747	382.99515	-328.38895	1602.37610	-37.31571	-236.89491	1646.34973	115.23563	-440.98553	1650.02881	169.64734	-612.74579	1199.80835	232.13895	-506.72549	1240.01196	326.95322	-516.05847	1366.32190	311.62564	-590.71924	1479.91016	28.23228	-607.70221	1410.76697	59.43848	-512.73816	1437.85803	119.13697	35.45570	1237.06592	21.29053	-29.30399	1312.33508	110.44723	-95.20905	1374.88745	36.02148	-190.10806	1398.08594	-154.16513	-171.74290	1383.44177	-21.56484	-143.78319	1356.22595	-129.12759	-446.06714	489.80750	493.85938	-464.74194	615.29559	349.88177	-356.39090	119.46702	722.21399	-416.33990	249.47906	576.39917	-420.20728	38.58664	595.85858	-443.20251	30.72488	697.06799	-188.53835	505.96069	-68.19207	-277.75162	615.03168	-57.95176	-113.80944	87.51853	-64.19817	-232.27702	298.83948	-89.30874	-235.11969	51.29964	-186.89566	-136.14987	32.38208	-186.88939
723	-378.21381	964.67334	377.78387	-157.65924	967.54272	95.86073	-390.58356	918.18396	125.36721	-108.40324	964.92310	232.11259	-234.05818	1435.42175	299.10107	-126.71162	1323.62109	250.11963	-283.78088	1319.55908	375.34924	-331.59158	1604.75305	-43.98027	-238.21974	1646.96936	107.49126	-441.15057	1650.68469	164.80429	-605.13196	1193.73999	241.40520	-495.37976	1238.37573	332.36987	-509.85663	1364.25842	315.55579	-595.62164	1469.05078	27.65473	-609.98456	1400.24365	64.11414	-520.29425	1435.89124	126.48593	36.18763	1240.74841	10.39912	-30.12952	1315.83276	100.18227	-97.78994	1376.53064	25.66696	-199.66528	1398.22742	-156.08571	-170.20660	1389.29907	-25.08835	-151.99002	1357.14075	-132.85756	-450.82150	492.13644	487.21185	-467.50900	618.54730	344.50888	-357.95657	123.83163	717.60730	-417.73886	252.60928	569.37848	-421.15250	38.09615	594.86517	-450.10101	18.31698	717.47223	-189.85640	506.02948	-71.27985	-279.51309	615.28278	-60.21072	-114.07135	87.71114	-64.54459	-233.11017	298.39453	-90.56169	-235.39854	51.09986	-186.84512	-136.38344	32.50842	-187.09821
724	-374.50125	967.75714	374.69064	-157.63887	968.85529	90.42347	-390.03094	920.12097	122.18459	-107.17352	967.20337	225.96104	-230.63797	1438.07043	290.17215	-121.91261	1326.43201	236.09552	-276.81192	1322.64746	368.59412	-334.79437	1607.13184	-50.48790	-239.42065	1647.76025	99.95383	-441.31628	1651.61890	159.44139	-597.33069	1188.90894	250.38123	-485.38095	1238.57434	336.62576	-503.87650	1364.30737	318.37280	-600.68378	1462.10022	32.08568	-610.58405	1392.67883	66.79308	-525.85669	1434.26270	131.84514	36.98480	1247.44312	-2.85451	-30.21361	1321.68872	88.34428	-100.34736	1380.61743	14.73870	-208.35741	1401.57263	-161.01805	-167.92458	1397.45813	-32.12671	-158.74091	1361.67090	-139.91074	-457.05951	493.85242	479.77710	-471.57388	622.68597	339.51138	-360.42194	128.54976	712.85364	-418.69659	251.70470	569.42859	-422.70807	37.51957	593.29395	-444.68225	17.12322	713.30792	-191.65593	505.94873	-73.70647	-281.74396	615.01685	-61.83102	-114.05260	88.06714	-65.01118	-234.17046	298.25021	-91.29473	-235.86453	50.85270	-187.00647	-136.68806	32.56805	-187.40421
725	-370.56952	970.70569	371.87817	-157.90302	970.51874	85.29379	-389.05194	922.77142	119.56239	-105.57673	969.34509	219.79428	-227.77222	1440.93433	281.88495	-119.45138	1329.47363	225.63756	-271.03973	1326.21069	362.23422	-338.35153	1607.97375	-57.14003	-240.12404	1647.96960	93.03612	-442.28546	1652.69360	155.04259	-591.37701	1186.73535	257.49747	-474.32635	1240.23926	339.34799	-498.44601	1365.72461	319.72623	-606.18549	1457.53735	39.87535	-615.14142	1390.29504	75.26941	-529.07867	1434.16602	136.31860	37.74196	1257.34131	-18.80136	-30.04869	1328.76746	74.27925	-103.02361	1383.91357	2.45979	-214.23384	1410.36084	-170.49850	-167.58665	1406.03003	-42.81552	-163.57706	1370.06616	-151.19124	-464.22305	496.14398	471.76663	-475.71457	627.18768	333.75162	-362.70172	133.47638	706.94067	-424.46964	254.59236	562.81732	-422.16901	38.30946	589.58893	-442.96597	18.73541	708.66815	-193.39159	506.05606	-75.63651	-283.54446	614.82654	-62.59956	-113.96573	88.33778	-65.39746	-235.13971	298.23907	-91.47054	-236.48990	50.69797	-187.06270	-136.88913	32.58348	-187.62975
